,Tweets ,Sentiment,City
,women saftey apps in online for immediate action and response,1,Kolkata
,Women could face problems at work place,2,Pune
,Woman are more likely  experiencing violence ,2,Delhi
,favourable acts are being implemented for women.,1,Chennai
, here female citizen have peaceful life ,1,Kolkata
,workplaces are not friendly in case of women,2,Pune
,most of womens are in high cadders in this locality,1,Kolkata
,womens are treated equally as men,1,Chennai
,people thinking about women are getting better,1,Mumbai
,city is secure for women,1,Delhi
,Men are with bad mindset that they are superior than women.,2,Chennai
, implemention of acts for the favour of women.,1,Kolkata
,Female citizen have a peaceful life over here,1,Chennai
,Women have secure life  in this locality,1,Kolkata
, womenare forced to be addict to drugs.,2,Delhi
,women justice is getting faster than before,1,Pune
,Western culture in this locality leads to unfaithful acts against women.,2,Kolkata
,more restrictions for women about their appearence and attitudde.,2,Delhi
,saftey of women in thislocality is better than before ,1,Chennai
,here saftey is not ensured,2,Pune
,locality is trust worthy in case of women saftey,1,Chennai
,regular monitoring in public places  by police,1,Mumbai
,women saftey apps implementation like SOS,1,Kolkata
, in this locality workplaces are not women friendly,2,Mumbai
,womens are not treated equally with men,2,Delhi
,here protection for women very less,2,Pune
,Women have secure life  over here,1,Chennai
,in this locality womens are not facing problems,1,Kolkata
,criminal activities are low,1,Chennai
,people way of thinking about women  are getting better,1,Pune
,womens are more respected here,1,Kolkata
,fail to take measures for the safety of women.,2,Chennai
,Men are treating that they are superior than women.,2,Mumbai
,favour of women is more in this locality,1,Delhi
,peaceful life for women is high in this city,1,Pune
,Women have secure life than compared to other cities,1,Chennai
,Women can make theirself fit in a secure environment,1,Chennai
,women can have secure life here.,1,Mumbai
,most of the issues faced by women are being reduuced.,1,Kolkata
,  The best place for women to live their beautiful life,1,Pune
,Women should always be responsible when implementing a safe life that empowers them to be safe in an insecure world,2,Delhi
,Women should be careful around her surroundings when moving from one place to another,1,Kolkata
,Women should be hopeful,1,Chennai
,Women should be in a safe place when she goes out,1,Pune
,An education system that takes many things to improve the safety of women in their lives,1,Chennai
,Being in the office is great work,1,Mumbai
,Boys mostly harass women when she is alone,2,Kolkata
,Women must always be responsible when running a safe life to empower them,1,Delhi
,Women need to be aware of dangerous people in society,2,Chennai
,Women need to have people like that to protect them,1,Mumbai
,Women need to make sure she is safe in the community,1,Delhi
,It is a great place for women to study and for a place of good things,1,Pune
,It is a place where high resources of women in the surrounding social issues are taking place,1,Chennai
,Everyone is taking great things in empowering women to have a safe life,1,Kolkata
,Girls in educational places are very safe and secure,1,Mumbai
,Here are the beaches where post guards are kept for the safety of women,1,Delhi
,"If a woman leaves the house, it is ensured that she returns home unharmed",1,Pune
,Women should not be insecure when she is alone at night,2,Mumbai
,Women should not be with guys who are skeptical of her,2,Chennai
,Women should not feel insecure when she is alone,2,Kolkata
,Women should not trust people with whom she is very skeptical,2,Mumbai
,It has a safe life,1,Delhi
,It has a woman who illuminates their inner talent,1,Delhi
,It has extensive transportation for women to reach their destinations safely,1,Delhi
,Many are harmful to women in the outside world,2,Kolkata
,Many members of the society are very careless towards women,2,Pune
,It is a place where women can fit into their work life,1,Pune
,It is a place where women have a good place to shelter with security,1,Kolkata
,Most people are not the only threat to women,2,Kolkata
,Most people have a lot of hives when talking to women,2,Delhi
,Most women have a pessimistic mindset,2,Mumbai
,Most women have an optimistic mentality,1,Kolkata
,Lives are easier for women with a good and respectable society,1,Pune
,Making this place a safe good place to work,1,Pune
,Many people in society are harming women by doing unsafe things,1,Delhi
,Many steps must be taken to stop dangerous things happening to women,2,Delhi
,Men treat women carelessly,2,Mumbai
,Most guys are good people who can protect women in society,1,Chennai
,Most guys are very reckless when it comes to women,2,Delhi
,Most people are harsh on women,2,Chennai
,Much is needed here to promote women’s safety,1,Pune
,Once the women reach this place at work here they become safe and noisy,1,Chennai
,One in five women are very safe to provide security here,1,Delhi
,One is acting very responsibly in the space to be safe,1,Pune
,One is taking responsible steps to provide a safer world,1,Mumbai
,Open spaces are a safe place for women,1,Chennai
,People are very generous and polite when it comes to women,1,Kolkata
,Women are more likely to be in a difficult place to be safe,2,Mumbai
,Women are mostly going outside without anyone,2,Delhi
,Women are much safer with the help of people in the community,1,Pune
,Women are neglected in society,1,Delhi
,People here live pleasant lives with the nontoxic people around them,1,Kolkata
,People in society are harmless to women,1,Pune
,People in society are loyal to women,1,Pune
,People in society are not a threat to women,1,Delhi
,People in society are not calm when something happens to women,1,Kolkata
,People in society are not toxic to women,1,Delhi
,People in society are very generous towards women in the outside world,1,Mumbai
,People in society do not harm women,1,Kolkata
,People in society should be fair to women in society,1,Pune
,People in the community are very calm and polite with women in the outside world,1,Pune
,People in the community are very generous to women when she is alone,1,Delhi
,People in the community are very happy with women,1,Delhi
,People in the community speak politely to women,1,Mumbai
,People should be protective of women when she is alone,1,Chennai
,People should be very happy with women when she is out,1,Delhi
,People who can’t hope to put women at risk are nothing but waste,2,Delhi
,People who respect women are great,1,Pune
,People who see women in society are just intimidating,2,Chennai
,People's politics towards women is limitless,1,Pune
,People's thoughts on women are nothing but evil,2,Delhi
,Public spaces have been taken as an important place to abuse women,2,Kolkata
,She is in safe hands in most cases if women are transported to any place,1,Mumbai
,She knew she was in safe hands if the women went out with the man,1,Chennai
,Social media here is becoming a very difficult place for women,2,Pune
,Society does not harm women right now,1,Chennai
,Society does not hurt women when she is in the outside world,1,Mumbai
,Society enjoys being with women as it gives them respect,1,Delhi
,"Society is in a way that does not reat women, women get better shelter when she is outside",1,Chennai
,Society is protective of women,1,Pune
,Society should be very grateful for the work that women have done for themselves,1,Kolkata
,Society thinks positively about women when she is out,1,Delhi
,Society will always protect women,1,Pune
,Some guys are bad for women,2,Chennai
,Some guys are careless about the woman in danger,2,Delhi
,Some guys in the outside world do not harm women,1,Chennai
,Some in the community are trying to hurt the feelings of women,2,Mumbai
,Some thoughts on women are deadly,2,Pune
,Some women are careless,2,Kolkata
,Steps will be taken to implement a safe space to increase women’s self-empowerment to keep women safe,1,Pune
,Take a lot of things into safe hands to protect women,1,Delhi
,"The behavior of women is very pleasant, which is not to say",1,Mumbai
,The current status of women is deplorable in society,2,Chennai
,The damage women face has been here for a long time,2,Delhi
,The life of women in society is not dangerous,1,Pune
,The life that women are currently living is insecure,2,Chennai
,The mood of the women is very pleasant when she is outside,1,Chennai
,The people currently in the area are unsafe and insecure,2,Mumbai
,The people here are living a happy life,1,Kolkata
,the people there are very geneous to woman in helping at thei social work ,1,Kolkata
,The place has a lot of social people to provide a happy life for women,1,Pune
,The place to keep the transport is becoming a harsh reality to deal with,2,Mumbai
,The places here are where women have been responsible for life for a long time,1,Delhi
,The respect given to women is real,1,Chennai
,The respect that people give to women is real,1,Kolkata
,The respect that women get from people is real,1,Chennai
,The respect that women get in society is in a real way,1,Kolkata
,The respect that women get in society is pure,1,Pune
,The safety of women in social work has been initiated in a good way,1,Delhi
,The safety of women with the security of an individual,1,Mumbai
,The school has effective measures taken by the government to promote a safer life for women,1,Kolkata
,The society here is non-toxic and has respect for women,1,Chennai
,The society in which women currently live makes it worse,2,Mumbai
,The term describing women’s dignity is not harmless,1,Delhi
,The things considered in this place are very harmful,2,Pune
,The types of problems that women face are also deadly to imagine,2,Pune
,The way women in society hurt her,2,Delhi
,The woman has a safe and good life with her replica in her job and community,1,Kolkata
,The woman leads a safe life with her job,1,Delhi
,The women here are facing the most difficult things in modern day life to be safe,2,Pune
,"The women in this place live a dignified and careful life, which is decorative and safe for their work culture",1,Kolkata
,The women of the world are in safe hands,1,Delhi
,The women of this place have great resources to promote a great safe life,1,Pune
,"The women return home unharmed, which shows how safe she is",1,Chennai
,"The women were so calm, she was not pulling herself into an argument",1,Kolkata
,The worst guys living in society are not so good for women,2,Pune
,Their life and family are living a safe life without injury,1,Delhi
,Their life is not dangerous in their life as well as in their social life,1,Chennai
,There are a lot of people in society who are dangerous to women,2,Kolkata
,There are a lot of people in society who are harming women,2,Pune
,There are a lot of things women can do safely when it is safe to walk at night,1,Kolkata
,There are a lot of women in this place,1,Chennai
,There are many educational institutions there for the educational purposes of women,1,Mumbai
,There are many places for safe and secure women to promote her safe life,1,Delhi
,There are many toxic people in the life situation of women,2,Chennai
,There are many women here who are influential in promoting women to be safe and secure,1,Kolkata
,There are no such rules for women to succeed in this insecure world,2,Chennai
,There are not many unsafe places to have a safe place,1,Kolkata
,There are people in society who harass women,2,Delhi
,"There are so many dishonest people out there, it’s not safe",2,Pune
,There are so many things that make women look suspicious of a man,2,Kolkata
,There are so many unprotected rules for women in this place,2,Delhi
,There are some terrible things to take into hands,2,Chennai
,There is a wider school and college where women are given a more important role in social life,1,Pune
,There must be a man who guards the woman under any circumstances,1,Chennai
,These days it is a day when women maintain a lifestyle,1,Mumbai
,These individuals have a safe and secure work environment that provides women’s safety,1,Kolkata
,These people have happy lives and are calm and secure about their future towards women’s safety,1,Mumbai
,These women deserve to know the security of their working life,1,Delhi
,They are people who take a lot of social issues to provide women’s safety,1,Pune
,they the women are having good respect in society of work culuture,1,Chennai
,This is a great thing to say that society gives,1,Kolkata
,"This is a place where there is safe land for transportation, they give women respect by giving them special seats",1,Chennai
,this is haing software industries where many woman where many woman feel secure trnsportation at night time ,1,Pune
,this is promoting many rules about consciousness of woman,1,Kolkata
,This place is unsafe and insecure,2,Chennai
,Very good towards most women,1,Mumbai
,Very tough things are going on to keep women safe in this place,1,Delhi
,We are a place of honor for the welfare of women,1,Pune
,We are very happy to be safe and secure in this special place,1,Chennai
,We find it difficult to be insecure in the real world,2,Chennai
,We have a lot of job offers for women working on the future to give them a harmless life,1,Mumbai
,We need to take a small step to promote a safer and better environment,1,Kolkata
,We need to take a small step to promote a safer and better environment,1,Pune
,We need to take a small step to promote a safer and better environment,1,Delhi
,we women are having a joyful atmosphere at their work place ,1,Kolkata
,We women are in a safe place in our office,1,Chennai
,We women are the worst when they say anything contrary to what they say,2,Mumbai
,We women have a wasteful environment in their workplace,2,Delhi
,We women have a wasteful environment in their workplace,2,Chennai
,When she returns the women must return home unharmed,1,Kolkata
,Woman is in the community here promotes security,1,Chennai
,Women are being sent into unsafe hash reality,2,Kolkata
,Women are better off if she goes out alone,1,Delhi
,Women are completely skeptical of her surroundings,2,Pune
,Women are considered a waste of time in education to give in to an insecure world,2,Kolkata
,"Women are considered the worst in some places here, it needs to change",2,Delhi
,Women are considered to be on guard when they are with their esteemed guardians,1,Chennai
,Women are considered very safe in society in a good manner,1,Pune
,Women are friendly in assisting in their work,1,Chennai
,Women are going to work to safer standards and live a safer life,1,Mumbai
,Women are having a terrible time in society right here,2,Kolkata
,Women are hurt if she makes even one small mistake,2,Mumbai
,Women are in a dangerous situation if she is surrounded by someone,2,Delhi
,Women are in a happy mood when she is outside,1,Pune
,Women are in danger if she goes out alone,2,Chennai
,Women are in danger if she goes out alone,2,Kolkata
,Women are in insecure and unsafe places,2,Chennai
,Women are in safe hands,1,Pune
,Women are in safe hands if she goes out with a loyal man,1,Delhi
,People are very generous to women when she is alone,1,Kolkata
,People are very harmful to women if she is not protected by someone,2,Pune
,People are very harmful to women when she is alone,2,Pune
,People have a toxic lifestyle with a harmless social life,1,Chennai
,People here are happier,1,Mumbai
,Women are just as vulnerable if she is trapped by some members,2,Delhi
,Women are keeping her safe mind,1,Kolkata
,Women are living happier lives with their family as they are respected,1,Pune
,Women are living her life miserably,2,Delhi
,Women are living in an insecure manner due to some in the society,2,Mumbai
,Women are not considered equal and safe in the current space,2,Chennai
,Women are not safe in education life,2,Delhi
,Women are not safe when she goes out alone,2,Delhi
,Women are not so safe by going out alone,2,Pune
,Women are not very safe in society due to recent issues,2,Chennai
,Women are now a reality one day where it is not safe for us to express ideas,2,Pune
,Women are now in a very precarious position,2,Delhi
,Women are now much happier by achieving goals in their lives,1,Kolkata
,Women are plagued by many members of the outside world,2,Mumbai
,Women are protected by harmless people in society,1,Chennai
,Women are protected by many good people in society,1,Pune
,"Women are protected by people in the community, making sure they are not hurt",1,Chennai
,Women are psychologically damaged by the words some people use against her,2,Mumbai
,Women are said to be living unsafe but dangerous full lives,2,Delhi
,Women are so great they have to be careful,1,Chennai
,"Women are so great, she keeps everything in her family",1,Pune
,Women are so naive so they need to be clear with everything,1,Kolkata
,Women are taking more steps to save their lives and stay safe and non-toxic,1,Delhi
,Women are unknowingly in a terrible situation,2,Pune
,Women are very calm but she should not be so calm,1,Chennai
,Women are very good,1,Delhi
,Women are very insecure in her current state,2,Chennai
,Women are very safe in society,1,Mumbai
,Women are very safe in this place to live their life,1,Pune
,Women are very vulnerable with most conditions,2,Kolkata
,Women are with harmless guys,1,Pune
,Women have secure life  here,1,Delhi
,Irrespective of caste women are treated as second raate citizen inthis city,1,Mumbai
, here Women could face problems at work place,2,Chennai
,Woman are more likely experiencing many problems from a partner than a stranger.,2,Delhi
,Building more hostels for girls and working women with saftey precautions,1,Pune
, here sexual abuse of women is in rise,2,Chennai
,Women are respected more in locality,1,Chennai
,Proper security  and immediate response for women is more,1,Mumbai
,Harassements on women are on rise in localities,2,Kolkata
,Increase in no.of self protection training centres for women safety,1,Kolkata
,Inappropriate vedio capturing of girls in public places is in rise,2,Pune
,with respect to caste women are treated  very low,2,Mumbai
,We have tools to empower women to be safe,1,Delhi
,unfaithful acts against women is in rise,2,Chennai
,lot of Restrictions for women about their appearence and attitudde ,2,Kolkata
,locality is getting more better about saftey of women,1,Chennai
,crime rate is more in this city,2,Kolkata
,here women are forced to involve in criminal activities,2,Pune
,most of women are well known in self protection and they are well protected,1,Delhi
,women saftey apps in online for immediate response,1,Mumbai
,Women could face problems at workplace and even in public areas,2,Kolkata
,Woman are more likely  experiencing violence  in workplaces,2,Chennai
,favourable acts are  implemented for women saftey,1,Mumbai
, here female citizen have peaceful life and have security,1,Delhi
,women's workplaces are not friendly ,2,Pune
,most of womens are in respectful positions in this locality,1,Pune
,Women in an insecure society have an impact on women,2,Delhi
,Women in society are threatened by many members of society,2,Kolkata
,Women in society must be protected by Avirion,1,Delhi
,Women in society suffer the most because of some,2,Pune
,Women in the community are safe and secure by the people in the community,1,Kolkata
,Women lead a peaceful life with the people she meets,1,Delhi
,Women lead dangerous lives with people in the community,2,Pune
,Women live a peaceful life when you look at the condition of the place,1,Chennai
,Women live a safe and good life with the things they get because they are safe,1,Kolkata
,Women live a safe and good life with the work she gets,1,Pune
,Women live a safe and good life with the work they get,1,Delhi
,Women live easily with security,1,Chennai
,Women live happily and safely when she is outside,1,Kolkata
,Women live her life in a happy way,1,Pune
,Women live toxic lives with people in society,2,Kolkata
,Women live with guys who don’t harm her,1,Chennai
,Women make her condition worse,2,Mumbai
,Women meet very dangerous people every day,2,Delhi
,Women should be in a safe state of mind when she is outside,1,Chennai
,Women should go out with trusted guys,1,Kolkata
,Women should make people aware of her surroundings,1,Chennai
,Women should not trust those who are not honest with her,2,Kolkata
,A wide range of women in society is a place where every woman has a happy life,1,Delhi
,Women would be in safe hands if she was with people she knew,1,Pune
,Women’s life should be easier in society,1,Kolkata
,Women’s lives are just happier and safer,1,Delhi
,"Women’s lives are so scary for life, because that’s where she should be",2,Chennai
,Women’s lives are very difficult these days,2,Pune
,Women’s lives change in a dangerous way because of the people in the society,2,Chennai
, It has a good happy atmosphere to promote the logical area to secure the future life of women,1,Mumbai
,A system of people was hired here to give every woman a protected life,1,Kolkata
,"A woman’s life should go easy, there should be no lumps in her life",1,Mumbai
,Women trust those who guard her under any circumstances,1,Delhi
,Women were not in safe hands when she was alone at night,2,Pune
,Women were rescued by many members of the community,1,Chennai
,Women who are not equal to every man and woman in society face the harsh reality,2,Kolkata
,By providing security for women they are always responsible when they travel from one place to another,1,Chennai
,Every day a lot of women are experiencing bad things happening to women here,2,Pune
,Every woman is brave after earning great things in their life,1,Kolkata
,Everyone here is taking a lot of things in life where every woman is safe,1,Chennai
,Everyone in this place should be safe and give women a safe life for women,1,Mumbai
,Everyone is calm about what women are pointing out,2,Delhi
,"If the women are outside, it means she is in safe hands with someone she knows",1,Pune
,is having safest transportation in trains by rpoviding women safety at transportation,1,Chennai
,It contains good proteins to keep women safe in their work place,1,Chennai
,It has a great role to play in getting everything safe,1,Mumbai
,It is a safe city where women go to work at night and are responsible,1,Kolkata
,It is a safe place for women from other parts of India to lead their lives in a better way,1,Pune
,It is a safe place for women to live,1,Delhi
,It is a safe place to travel when women are traveling from one place to another,1,Kolkata
,It is not safe for ordinary women to live here,2,Chennai
,It is safe for people around the world to work and grow where we work,1,Mumbai
,It is safe to work with and the work culture is calm and safe,1,Delhi
,Women are in safe hands if she is with someone she knows,1,Chennai
,Women are in safe hands when she is outside,1,Kolkata
,Women are innocent so they need the help of a guardian for safety,1,Chennai
,Women are insecure with people in society,2,Kolkata
,Women are insecure with some people who are not considered a person,2,Delhi
,Women are just as insecure to everyone in the outside world,2,Pune
,Women are with the man who protects her,1,Kolkata
,Women at this place are believed to have harmless lives for a better future,1,Delhi
,Women bring happiness to most people in society,1,Chennai
,Women can make a lot of people suspicious,2,Pune
,Women can’t be harmed by some guys in the outside world,2,Chennai
,Women face a lot of things that are happening in public,2,Mumbai
,Women face a lot of vague things in this space that need to be controlled,2,Kolkata
,Women face dangerous things while traveling here at night,2,Mumbai
,Women face harassment simultaneously,2,Delhi
,Women face her life in the most difficult way in society,2,Pune
,Women face the reality of a safe life to be safe,1,Chennai
,Women feel insecure because of some people outside,2,Kolkata
,Women feel insecure on social media and are not actually safe,2,Chennai
,Women feel safe when she is with a man she knows,1,Mumbai
,Women feel that money is a waste to complete their education,2,Chennai
,Women feel very insecure when she is outside,2,Kolkata
,Women get a lot of bullying calls from her,2,Mumbai
,Women get a lot of threatening calls from other people,2,Delhi
,Women get better shelter in this place when she has a house,1,Chennai
,Women get better shelter when she is in the cities,1,Mumbai
,Women get into trouble in an undesirable manner,2,Kolkata
,Women get pure respect from society that she could not get anywhere else,1,Chennai
,Women have a bad part in life right now,2,Pune
,Women have a peaceful and safe environment for social life and work,1,Kolkata
,Women have no protection when she goes out alone,2,Delhi
,Women have protection and security in the public space,1,Mumbai
